self,title,artifact,image,thumbnail,materials,dimensions,date,origin,distance,collection,link,license,link2,ledger,department,customer,page,origin2,production1,production2,materials2,description,author,book,publisher,author2,book2,publisher2,unit,pounds,pounds2,dollars,analytics,Thumb1,Thumb2,Thumb3,Thumb4,Thumb5,Thumb6,Thumb7,New Description,Notes,Notes2
Nankeen,Nankeen,Nankeen Breeches,Nankeen.jpg,NankeenThumbnail.jpg,Nankeen cotton,"Waist: approx. 26 1/2""; OL: 27""",1785-1815,Philadelphia,146 mi.,Image Courtesy of The Colonial Williamsburg Foundation,http://emuseum.history.org/view/objects/asitem/items$0040:6881#.VvrxM8_k70Q,All rights reserved,http://www.history.org/foundation/terms_faqs.cfm?showSite=mobile,NankeenLedger.jpg,Textile,Jemima Minor,279,Originally imported from Nankin China.,China,Nankin,,"Originally spun from a variety of cotton plant which was naturally yellow, later variations of nankeen were sometimes dyed to fit the part, though white, blue, and black nankeens are also recorded. Nankeen was primarily used for clothing.",Florence M. Montgomery.,"Textiles in America, 1650-1870 : a Dictionary Based on Original Documents : Prints and Paintings, Commercial Records, American Merchants' Papers, Shopkeepers' Advertisements, and Pattern Books with Original Swatches of Cloth.","(New York :Norton, 1984), 308.",,,,yard,"4 shillings, 6 pence per yard",30.6,50.4,The databases record only one purchase of nankeen check which sold for four shillings six pence.,Rum,Linen,Button,Thread,Mohair,Osnaburg,Sugar,,,
Osnaburg,Osnaburg,Man's Shirt,Osnaburg.jpg,OsnaburgThumbnail.jpg,Linen,"OW including sleeves: 76 1/2"" OL: 41 1/2""",1775-1790,America or England,,Image Courtesy of The Colonial Williamsburg Foundation,http://emuseum.history.org/view/objects/asitem/items$0040:42096,All rights reserved,http://www.history.org/foundation/terms_faqs.cfm?showSite=mobile,OsnaburgLedger.jpg,Textile,Mr. McCarty's Stafford,233,"Most of the textiles sold in the Ramsay store were either produced and imported from England, or imported to the colonies through England. Osnaburg was produced initially in Osnabrück, Germany, but because of troubles securing the supply line from Germany, imitations were made in Scotland and Lancashire as well.",Germany,Osnabrück,,"Osnaburg is a rough linen or hemp fabric that was used primarily for work clothes. Osnaburg was purchased extensively at the Ramsay store, perhaps for producing clothes for slaves.",Florence M. Montgomery.,"Textiles in America, 1650-1870 : a Dictionary Based on Original Documents : Prints and Paintings, Commercial Records, American Merchants' Papers, Shopkeepers' Advertisements, and Pattern Books with Original Swatches of Cloth.","(New York :Norton, 1984)",,,,,"3 shillings, 9 pence for 3 yds",25.5,42,"The databases record eighty-seven purchases of osnaburg fabric. Qualifiers used for osnaburg include best, checked, and No. 1-3. Two purchases of osnaburg were sold at a discount because there was a “little damage”. The prices for osnaburg range from six pence to seven shillings six pence per yard.",Onion,Handkerchief,Thread,Shot,Indigo,Linen,,,,
Persian,Persian,Quilt fragment,Persian.jpg,PersianThumbnail.jpg,"Persian backing, silk cord front","37"" w x 90"" l",1600-1650,"Mediterranean, possibly Chios","8,394 km",Image Courtesy of The Colonial Williamsburg Foundation,http://emuseum.history.org/view/objects/asitem/items$0040:42563#.VvryeTzJDtk,All rights reserved,http://www.history.org/foundation/terms_faqs.cfm?showSite=mobile,PersianLedger.jpg,Textile,Thomas Hilliard,224,"Persian was initially imported from Persia, though English tradesmen later began creating similar weights also labeled as Persian",Persia,,,Persian is a type of thin silk. Since this fabric was typically used as a lining fabric for clothing and bedding it was unornamented.,Florence M. Montgomery.,"Textiles in America, 1650-1870 : a Dictionary Based on Original Documents : Prints and Paintings, Commercial Records, American Merchants' Papers, Shopkeepers' Advertisements, and Pattern Books with Original Swatches of Cloth.","(New York :Norton, 1984), 321-322.",,,,,"2 shillings, 3 pence per yard",15.3,25.2,"The databases record sixteen purchases of Persian. Of these, seven are identified as English Persian, suggesting that they were imitations of the type of silk imported from Persia. The prices range from eighteen to nineteen shillings eleven pence per yard.",KnittingNeedles,Allspice,Pepper,Shot,Linen,Thread,Pot,,,
Plush,Hussar Plush,Plush Livery Breeches,Plush.jpg,PlushThumbnail.jpg,Mohair Plush,"Waist: 29-30""; OL: 29 1/2""",1780-1820,England,"3,607 mi.",Image Courtesy of The Colonial Williamsburg Foundation,http://emuseum.history.org/view/objects/asitem/items$0040:12070,All rights reserved,http://www.history.org/foundation/terms_faqs.cfm?showSite=mobile,PlushLedger.jpg,Textile,Dr. Walter Stewart,162,"Most of the textiles sold in the Ramsay store were either produced and imported from England, or imported to the colonies through England. Plush was produced primarily in France.",France,,,"A wool velvet primarily used for clothing and upholstery. As clothing, it was popular for livery. Because of it's weight and warmth, it was also used for winter coats.",Florence M. Montgomery.,"Textiles in America, 1650-1870 : a Dictionary Based on Original Documents : Prints and Paintings, Commercial Records, American Merchants' Papers, Shopkeepers' Advertisements, and Pattern Books with Original Swatches of Cloth.","(New York :Norton, 1984)",,,,2 yards,"13 shillings, 6 pence",91.8,151,"The databases record only four purchases of plush, three are qualified as hussar plush. Their prices range from ten shillings to thirteen shillings six pence per yard.",BlankBook,Hose,Cinnamon,Silk,Buckram,Linen,Button,,,
Silk,Hank of Silk,Silk Skeins (Hanks),Silk.jpg,SilkThumbnail.jpg,Silk,Height: 14 cm average,ca. 1840s,China,11704 km,Victoria & Albert Museum,http://collections.vam.ac.uk/item/O1151344/silk-skein-unknown/,"© Victoria and Albert Museum, London.",http://www.vam.ac.uk/content/articles/t/terms-and-conditions/,SilkLedger.jpg,Textile,Mahlone Janey,111,"Since attempts to produce silk in the American colonies met with limited success, most silk in the eighteenth century was imported from Asia through English suppliers.",England,,Asia,"Made from fibers found in the cocoons of silkworms, silk threads can be spun extremely fine and still remain strong. Silk thread was sold by the hank for use in embroidery, a popular means of decorating clothing, footwear, furnishings, and many other textile products. Because of its softness and luster, as well as the difficult process and limited resources, silk was a luxury commodity for colonial consumers as it remains for us today. In addition to hanks of silk thread, Ramsay also sold silk textiles of various types such as Persian, Crape, and Allamode by the yard.","Smith, Gideon B. “Treatise on the Culture of Silk.”",Southern Agriculturist and Register of Rural Affairs (1828-1839),"Jun 1839; 12, 6",Adrienne D. Hood,"The Weaver's Craft: Cloth, Commerce, and Industry in Early Pennsylvania.","(Philadelphia: University of Pennsylvania Press, 2003), 137.",1 hank,9 pence per hank,5.1,8.41,"The databases record fourty four purchases of hanks of silk. The silk purchases are not identified with qualifiers indicating quality or type, though six are identified as black silk. The prices range from four pence to two shillings six pence per hank.",Gloves,Paper,Buckram,Osnaburg,Hose,Ginger,Rum,,,
Velvet,Velvet,Multi colored velvet weave,Velvet.jpg,VelvetThumbnail.jpg,Silk Velvet,"W. 23 in. (58.4 cm), L. 84 in. (213.4)",Late 17th or early 18th century,Italy,"7,226 km",Metropolitan Museum of Art,http://www.metmuseum.org/art/collection/search/229992?dept=20&amp;when=A.D.??1800&amp;ft=velvet&amp;pg=1&amp;rpp=20&amp;pos=1,OASC,http://www.metmuseum.org/about-the-met/policies-and-documents/image-resources/frequently-asked-questions,VelvetLedger.jpg,Textile,Hugh West Jr.,83,,,,,"Velvet is a pile fabric that was used for upholstery, draperies, and clothing. Velvet could be made of silk, wool, linen or cotton and the combinations of materials contributed to the density and coarseness of the material. Stout linens made of linen or wool were more likely used for upholstery whereas silk velvets were more likely intended for clothing.",Florence M. Montgomery.,"Textiles in America, 1650-1870 : a Dictionary Based on Original Documents : Prints and Paintings, Commercial Records, American Merchants' Papers, Shopkeepers' Advertisements, and Pattern Books with Original Swatches of Cloth.","(New York :Norton, 1984), 370",,,,yard,18 shillings per yard,122,201,"The databases record twelve sales of velvet. The databases record no indicators of quality, but four of these sales are identified as scarlet velvet. The prices range from one shilling six pence to twenty four shillings per yard.",Broadcloth,Button,Osnaburg,Shot,Paper,Sugar,Bridle,,,
Adze,Adze,Illustration of an Adze,Adze.jpg,AdzeThumbnail.jpg,Illustration,,1751,"Paris, France",,Diderot et d'Alembert via Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Encyclopedie_volume_2-325.png,Public Domain,https://en.wikipedia.org/wiki/Public_domain,AdzeLedger.jpg,Tool,William Kitchen,119,"While tools could be produced by local blacksmiths, the availability of raw materials and skilled labor limited the large-scale production of tools in the American colonies. Specialized tools were typically imported from British production centers in London, Birmingham, and Sheffield.",England,Birmingham,,"With a long handle and a blade with a head, an adze is a tool used for both cutting and pounding. While a combination of tools was often required for various different tasks, over time certain professions became associated with particular tools. At this point the adze became a symbol of the cooper.","James M. Gaynor and Nancy L. Hagedorn,",Tools: Working Wood in Eighteenth-Century America,"(Williamsburg, VA: The Colonial Williamsburg Foundation, 1993).",Diderot et d'Alembert,"Encyclope?die, ou, Dictionnaire raisonne? des sciences, des arts et des me?tiers","(Paris : Chez Briasson, 1751)",1,"2 shillings, 4 pence",15.9,26.2,The databases record four adzes. They are all labeled as cooper's adzes and are further qualified by weight. Their prices range from two shillings to two shillings four pence.,Boots,Linen,Osnaburg,Shot,Thimble,Hat,Comb,,,
Auger,Auger,Center-Bit Auger,Auger.jpg,AugerThumbnail.jpg,"Iron, Steel, Ash, Leather","Handle: 17"" Bit: 25 3/4"" Cutting Edge: 3 1/2"" diam",1780-1840,America,,Image Courtesy of The Colonial Williamsburg Foundation,http://emuseum.history.org/view/objects/asitem/items$0040:79548,All rights reserved,http://www.history.org/foundation/terms_faqs.cfm?showSite=mobile,AugerLedger.jpg,Tool,Samuel Moxley,63,,,,,"An auger was a tool used for boring holes in wood. These consisted of a long iron shaft terminating in a cutting end, this could take multiple forms. The example from Colonial Williamsburg was a center-bit auger, which had three cutting blades to bore a larger hole. Many used a half-cylinder with a sharpened cutting lip. This design required a starter hole to guide the auger as it proceeded. It was not until the 1770’s that the screw-tipped auger would emerge, simplifying the process.","Gaynor, James M. ",Tools : Working Wood in Eighteenth-Century America. ,"Williamsburg, Va. :Colonial Williamsburg Foundation, 1993.",,,,,10 pence,5.67,9.35,"The databases record six purcheses of augers. There are a variety of qualifiers used to describe augers based on size including large, small, half, 1 1/2 inch, 1 3/4 inch. Charles Smith purchased the largest quantity with three 1 1/2 inch augers and three 1 3/4 inch augers. Their prices range from  nine to ten shillings.",Hat,Sugar,Rum,Button,Osnaburg,Paper,Nail,*,,
Awl,Awl,Illustration of an Awl,Awl.jpg,AwlThumbnail.jpg,Illustration,,,,,Pearson Scott Foresman via Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Awl_2_%28PSF%29.png,Public Domain,https://en.wikipedia.org/wiki/Public_domain,AwlLedger.jpg,Tool,Samuel Smith,166,"While tools could be produced by local blacksmiths, the availability of raw materials and skilled labor limited the large-scale production of tools in the American colonies. Specialized tools were typically imported from British production centers in London, Birmingham, and Sheffield.",England,Sheffield,,"Awls are spiked tools with knob-like handles. These can be used for marking, stitching, or making holes. The tip is pushed into a material and then twisted in order to achieve the desired result.","James M. Gaynor and Nancy L. Hagedorn,",Tools: Working Wood in Eighteenth-Century America,"(Williamsburg, VA: The Colonial Williamsburg Foundation, 1993).",,,,1 dozen,6 pence per dozen,3.4,5.6,The databases record six purchases of awls. They were sold by the dozen and their prices range from five to six pence.,Rum,Sugar,Shot,Linen,Garter,Cotton,Indigo,,,
Compass,Compass,Surveying Compass,Compass.jpg,CompasThumbnail.jpg,"Brass, steel, glass, silver","OL: 14 1/4""",ca. 1805,"Winchester, VA",81.4 mi.,Image Courtesy of The Colonial Williamsburg Foundation,http://emuseum.history.org/view/objects/asitem/items$0040:30095,All rights reserved,http://www.history.org/foundation/terms_faqs.cfm?showSite=mobile,CompassLedger.jpg,Tool,Major John Carlyle,284,"While tools could be produced by local blacksmiths, the availability of raw materials and skilled labor limited the large-scale production of tools in the American colonies. Specialized tools were typically imported from British production centers in London, Birmingham, and Sheffield.",England,Birmingham,,"Though rulers also existed, compasses were a common way to measure at this time. They were also used for making circles, doing geometric calculations, and transferring patterns.","James M. Gaynor and Nancy L. Hagedorn,",Tools: Working Wood in Eighteenth-Century America,"(Williamsburg, VA: The Colonial Williamsburg Foundation, 1993).",,,,,12 pence,6.8,11.2,"The databases record six purchases of compasses. They are sold in pairs, and one is identified as compass No. 205. Their prices range from twelve pence to two shillings four and a half pence.",Blanket,Thread,Button,SealingWax,Handsaw,Brush,LookingGlass,,,
